0,0
1,48
48,1
1,53
53,1
1,54
54,1
1,73
73,1
1,88
88,1
1,92
92,1
1,119
119,1
1,126
126,1
1,133
133,1
1,194
194,1
1,236
236,1
1,280
280,1
1,299
299,1
1,315
315,1
1,322
322,1
1,346
346,1
2,20
20,2
2,115
115,2
2,116
116,2
2,149
149,2
2,226
226,2
2,312
312,2
2,326
326,2
2,333
333,2
2,343
343,2
3,9
9,3
3,25
25,3
3,26
26,3
3,67
67,3
3,72
72,3
3,85
85,3
3,122
122,3
3,142
142,3
3,170
170,3
3,188
188,3
3,200
200,3
3,228
228,3
3,274
274,3
3,280
280,3
3,283
283,3
3,323
323,3
4,78
78,4
4,152
152,4
4,181
181,4
4,195
195,4
4,218
218,4
4,273
273,4
4,275
275,4
4,306
306,4
4,328
328,4
5,87
87,5
5,122
122,5
5,156
156,5
5,158
158,5
5,169
169,5
5,180
180,5
5,187
187,5
5,204
204,5
5,213
213,5
5,235
235,5
5,315
315,5
5,316
316,5
6,89
89,6
6,95
95,6
6,147
147,6
6,219
219,6
6,319
319,6
7,22
22,7
7,31
31,7
7,38
38,7
7,65
65,7
7,87
87,7
7,103
103,7
7,129
129,7
7,136
136,7
7,168
168,7
7,213
213,7
7,246
246,7
7,291
291,7
7,304
304,7
7,308
308,7
7,315
315,7
7,322
322,7
7,339
339,7
7,340
340,7
7,347
347,7
8,91
91,8
8,110
110,8
8,193
193,8
8,201
201,8
8,245
245,8
8,259
259,8
8,264
264,8
9,3
3,9
9,21
21,9
9,25
25,9
9,26
26,9
9,30
30,9
9,56
56,9
9,66
66,9
9,67
67,9
9,69
69,9
9,72
72,9
9,75
75,9
9,79
79,9
9,85
85,9
9,105
105,9
9,113
113,9
9,119
119,9
9,122
122,9
9,128
128,9
9,133
133,9
9,134
134,9
9,141
141,9
9,142
142,9
9,148
148,9
9,156
156,9
9,161
161,9
9,169
169,9
9,170
170,9
9,176
176,9
9,185
185,9
9,186
186,9
9,188
188,9
9,199
199,9
9,200
200,9
9,203
203,9
9,224
224,9
9,231
231,9
9,232
232,9
9,252
252,9
9,258
258,9
9,271
271,9
9,272
272,9
9,276
276,9
9,277
277,9
9,280
280,9
9,285
285,9
9,291
291,9
9,295
295,9
9,297
297,9
9,304
304,9
9,315
315,9
9,322
322,9
9,323
323,9
9,329
329,9
9,334
334,9
9,341
341,9
9,342
342,9
10,67
67,10
10,142
142,10
10,169
169,10
10,200
200,10
10,277
277,10
10,285
285,10
10,291
291,10
10,323
323,10
10,332
332,10
11,11
12,12
13,21
21,13
13,26
26,13
13,56
56,13
13,59
59,13
13,65
65,13
13,67
67,13
13,82
82,13
13,98
98,13
13,109
109,13
13,118
118,13
13,119
119,13
13,148
148,13
13,172
172,13
13,188
188,13
13,199
199,13
13,211
211,13
13,223
223,13
13,236
236,13
13,238
238,13
13,239
239,13
13,252
252,13
13,261
261,13
13,265
265,13
13,271
271,13
13,277
277,13
13,304
304,13
13,313
313,13
13,325
325,13
13,332
332,13
13,342
342,13
14,20
20,14
14,28
28,14
14,41
41,14
14,115
115,14
14,116
116,14
14,144
144,14
14,149
149,14
14,151
151,14
14,214
214,14
14,226
226,14
14,310
310,14
14,312
312,14
14,326
326,14
14,343
343,14
15,15
16,29
29,16
16,82
82,16
16,118
118,16
16,172
172,16
16,261
261,16
16,329
329,16
16,331
331,16
16,332
332,16
17,19
19,17
17,41
41,17
17,111
111,17
17,115
115,17
17,116
116,17
17,137
137,17
17,140
140,17
17,144
144,17
17,214
214,17
17,310
310,17
17,312
312,17
17,326
326,17
18,18
19,17
17,19
19,41
41,19
19,89
89,19
19,112
112,19
19,115
115,19
19,138
138,19
19,174
174,19
19,175
175,19
19,214
214,19
19,227
227,19
19,289
289,19
19,293
293,19
19,312
312,19
19,319
319,19
19,343
343,19
20,2
2,20
20,14
14,20
20,41
41,20
20,44
44,20
20,111
111,20
20,115
115,20
20,149
149,20
20,162
162,20
20,214
214,20
20,226
226,20
20,312
312,20
20,326
326,20
20,333
333,20
20,343
343,20
21,9
9,21
21,13
13,21
21,25
25,21
21,26
26,21
21,31
31,21
21,39
39,21
21,40
40,21
21,55
55,21
21,56
56,21
21,66
66,21
21,67
67,21
21,88
88,21
21,98
98,21
21,104
104,21
21,105
105,21
21,108
108,21
21,109
109,21
21,119
119,21
21,121
121,21
21,122
122,21
21,123
123,21
21,127
127,21
21,134
134,21
21,136
136,21
21,142
142,21
21,159
159,21
21,161
161,21
21,165
165,21
21,169
169,21
21,170
170,21
21,184
184,21
21,186
186,21
21,188
188,21
21,197
197,21
21,200
200,21
21,203
203,21
21,212
212,21
21,223
223,21
21,232
232,21
21,235
235,21
21,236
236,21
21,239
239,21
