0,14
14,0
0,258
258,0
1,344
344,1
2,410
410,2
2,471
471,2
2,552
552,2
2,565
565,2
5,490
490,5
5,2164
2164,5
6,251
251,6
6,490
490,6
7,258
258,7
8,0
0,8
8,14
14,8
8,258
258,8
8,751
751,8
9,308
308,9
9,453
453,9
9,481
481,9
9,761
761,9
10,192
192,10
10,193
193,10
10,280
280,10
10,420
420,10
10,519
519,10
11,624
624,11
11,659
659,11
12,84
84,12
13,578
578,13
13,1234
1234,13
14,258
258,14
16,466
466,16
16,552
552,16
16,566
566,16
16,1697
1697,16
17,146
146,17
18,427
427,18
18,745
745,18
18,747
747,18
19,74
74,19
19,571
571,19
20,25
25,20
20,267
267,20
20,334
334,20
20,640
640,20
20,732
732,20
21,294
294,21
21,438
438,21
21,567
567,21
21,1378
1378,21
22,129
129,22
22,163
163,22
22,191
191,22
23,41
41,23
23,759
759,23
24,39
39,24
24,269
269,24
26,747
747,26
26,2612
2612,26
27,84
84,27
28,611
611,28
28,1606
1606,28
28,1718
1718,28
29,319
319,29
29,382
382,29
29,426
426,29
29,429
429,29
31,14
14,31
31,250
250,31
31,1116
1116,31
33,250
250,33
33,1591
1591,33
33,1701
1701,33
34,35
35,34
34,66
66,34
34,559
559,34
34,565
565,34
34,566
566,34
36,257
257,36
36,745
745,36
36,1591
1591,36
36,1933
1933,36
38,219
219,38
38,1689
1689,38
40,761
761,40
41,888
888,41
41,1713
1713,41
41,1716
1716,41
42,163
163,42
42,188
188,42
42,189
189,42
42,793
793,42
43,747
747,43
44,88
88,44
44,686
686,44
44,2428
2428,44
45,490
490,45
45,492
492,45
45,1459
1459,45
46,238
238,46
46,301
301,46
46,489
489,46
47,87
87,47
48,725
725,48
49,581
581,49
49,643
643,49
50,150
150,50
50,581
581,50
50,583
583,50
50,643
643,50
51,645
645,51
51,772
772,51
51,2559
2559,51
52,228
228,52
52,430
430,52
52,478
478,52
53,243
243,53
53,803
803,53
53,1439
1439,53
53,1563
1563,53
54,523
523,54
54,615
615,54
54,712
712,54
54,1687
1687,54
54,2334
2334,54
55,163
163,55
55,1784
1784,55
56,778
778,56
56,967
967,56
56,1027
1027,56
57,552
552,57
57,565
565,57
57,967
967,57
57,1459
1459,57
59,570
570,59
59,576
576,59
59,839
839,59
59,1520
1520,59
60,552
552,60
60,562
562,60
60,565
565,60
61,240
240,61
62,423
423,62
64,284
284,64
64,289
289,64
64,486
486,64
64,583
583,64
65,743
743,65
65,744
744,65
67,729
729,67
69,66
66,69
71,74
74,71
72,745
745,72
72,747
747,72
72,771
771,72
73,747
747,73
74,193
193,74
74,2421
2421,74
75,1123
1123,75
75,1354
1354,75
78,157
157,78
78,214
214,78
78,560
560,78
78,766
766,78
79,438
438,79
79,2207
2207,79
80,15
15,80
80,2044
2044,80
82,39
39,82
82,565
565,82
82,1378
1378,82
83,294
294,83
83,747
747,83
84,347
347,84
84,1240
1240,84
84,1241
1241,84
85,294
294,85
85,465
465,85
85,552
552,85
85,565
565,85
86,735
735,86
87,719
719,87
87,2021
2021,87
88,251
251,88
89,430
430,89
89,635
635,89
89,638
638,89
91,745
745,91
91,747
747,91
92,136
136,92
92,479
479,92
92,552
552,92
92,565
565,92
92,1259
1259,92
93,725
725,93
93,759
759,93
94,41
41,94
94,126
126,94
95,161
161,95
95,358
358,95
95,759
759,95
95,1255
1255,95
96,438
438,96
96,478
478,96
96,649
649,96
96,2061
2061,96
97,439
439,97
98,615
615,98
98,1954
1954,98
98,2696
2696,98
99,759
759,99
99,2578
2578,99
99,2679
2679,99
101,331
331,101
101,1112
1112,101
103,128
128,103
103,294
294,103
103,465
465,103
103,471
471,103
103,565
565,103
104,747
747,104
104,771
771,104
105,248
248,105
105,1326
1326,105
105,2434
2434,105
106,597
597,106
107,250
250,107
107,1288
1288,107
108,107
107,108
108,250
250,108
108,1288
1288,108
109,640
640,109
110,687
687,110
110,745
745,110
110,747
747,110
111,350
350,111
112,572
572,112
112,624
624,112
112,747
747,112
112,881
881,112
113,747
747,113
115,41
41,115
115,138
138,115
115,904
904,115
115,1713
1713,115
115,2153
2153,115
116,88
88,116
116,686
686,116
116,2428
2428,116
117,155
155,117
117,345
345,117
117,452
452,117
117,513
513,117
118,465
465,118
118,565
565,118
118,636
636,118
119,228
228,119
119,430
430,119
119,686
686,119
120,188
188,120
120,1184
1184,120
120,2175
2175,120
121,595
595,121
124,122
122,124
124,127
127,124
124,745
745,124
124,747
747,124
125,160
160,125
127,18
18,127
127,122
122,127
127,745
745,127
127,747
747,127
128,294
294,128
128,565
565,128
129,15
15,129
129,163
163,129
129,1728
1728,129
130,459
459,130
130,640
640,130
130,672
672,130
131,76
76,131
133,608
608,133
133,611
611,133
134,1118
1118,134
134,2135
2135,134
135,418
418,135
135,654
654,135
136,479
479,136
136,986
986,136
136,1259
1259,136
136,1539
1539,136
137,138
138,137
138,137
137,138
138,416
416,138
138,748
748,138
138,1713
1713,138
138,1716
1716,138
139,188
188,139
139,2361
2361,139
141,163
163,141
141,188
188,141
141,1184
1184,141
143,201
201,143
145,163
163,145
145,1646
1646,145
146,427
427,146
146,747
747,146
147,479
479,147
148,210
210,148
148,460
460,148
148,656
656,148
148,1649
1649,148
148,1687
1687,148
149,66
66,149
151,360
360,151
151,1528
1528,151
151,1595
1595,151
152,15
15,152
153,63
63,153
153,294
294,153
153,747
747,153
154,74
74,154
154,392
392,154
155,12
12,155
155,84
84,155
156,236
236,156
156,314
314,156
156,431
431,156
156,521
521,156
159,136
136,159
159,985
985,159
161,759
759,161
163,188
188,163
163,189
189,163
163,793
793,163
164,740
740,164
166,649
649,166
167,552
552,167
167,554
554,167
167,559
559,167
167,1459
1459,167
168,1728
1728,168
169,570
570,169
170,4
4,170
170,250
250,170
171,109
109,171
171,114
114,171
172,245
245,172
172,430
430,172
172,635
635,172
173,162
162,173
173,294
294,173
173,552
552,173
173,565
565,173
173,566
566,173
174,163
163,174
174,501
501,174
174,503
503,174
174,2409
2409,174
175,747
747,175
176,379
379,176
176,756
756,176
177,430
430,177
177,635
635,177
177,911
911,177
177,965
965,177
177,2192
2192,177
178,286
286,178
178,378
378,178
179,331
331,179
179,608
608,179
179,611
611,179
180,143
143,180
180,350
350,180
181,76
76,181
181,157
157,181
181,662
662,181
181,766
766,181
182,468
468,182
182,491
491,182
183,66
66,183
183,454
454,183
183,539
539,183
183,541
541,183
184,158
158,184
184,428
428,184
184,432
432,184
184,433
433,184
185,324
324,185
185,332
332,185
185,389
389,185
186,294
294,186
186,566
566,186
186,588
588,186
186,747
747,186
187,462
462,187
188,42
42,188
188,129
129,188
188,144
144,188
188,163
163,188
188,189
189,188
190,356
356,190
190,519
519,190
190,2223
2223,190
191,163
163,191
191,294
294,191
192,420
420,192
193,192
192,193
195,196
196,195
195,735
735,195
197,3
3,197
197,295
295,197
197,633
633,197
197,749
749,197
198,655
655,198
198,747
747,198
199,591
591,199
199,640
640,199
200,1464
1464,200
201,350
350,201
201,1718
1718,201
201,1990
1990,201
202,72
72,202
202,204
204,202
202,427
427,202
202,747
747,202
203,359
359,203
203,747
747,203
203,2499
2499,203
204,202
202,204
204,747
747,204
204,1645
1645,204
204,2410
2410,204
205,427
427,205
205,745
745,205
205,747
747,205
206,1028
1028,206
206,1488
1488,206
206,1490
1490,206
207,747
747,207
208,88
88,208
208,430
430,208
208,635
635,208
208,1569
1569,208
209,415
415,209
209,2334
2334,209
210,63
63,210
210,295
295,210
210,552
552,210
210,738
738,210
210,1459
1459,210
211,325
325,211
211,645
645,211
211,1527
1527,211
211,2076
2076,211
212,169
169,212
212,570
570,212
212,576
576,212
213,490
490,213
213,492
492,213
213,734
734,213
214,157
157,214
215,66
66,215
215,478
478,215
215,696
696,215
215,2061
2061,215
215,2380
2380,215
216,196
196,216
216,735
735,216
217,747
747,217
218,378
378,218
218,478
478,218
218,1290
1290,218
219,163
163,219
219,846
846,219
220,45
45,220
220,295
295,220
220,490
490,220
220,552
552,220
221,629
629,221
222,581
581,222
222,643
643,222
223,430
430,223
223,686
686,223
224,597
597,224
224,1601
1601,224
224,1819
1819,224
225,88
88,225
225,686
686,225
225,2428
2428,225
226,617
617,226
227,142
142,227
227,378
378,227
227,438
438,227
227,478
478,227
227,638
638,227
229,477
477,229
229,747
747,229
230,142
142,230
230,427
427,230
230,1283
1283,230
231,30
30,231
231,285
285,231
231,486
486,231
232,14
14,232
232,268
268,232
232,613
613,232
233,595
595,233
233,1990
1990,233
234,15
15,234
234,747
747,234
235,747
747,235
236,430
430,236
236,1270
1270,236
236,1271
1271,236
237,163
163,237
238,46
46,238
238,193
193,238
238,489
489,238
238,1815
1815,238
239,82
82,239
239,552
552,239
239,565
565,239
239,1378
1378,239
240,2652
2652,240
241,763
763,241
242,14
14,242
242,574
574,242
242,1006
1006,242
243,728
728,243
244,136
136,244
244,565
565,244
244,750
750,244
245,1636
1636,245
248,398
398,248
248,1326
1326,248
248,2088
2088,248
249,86
86,249
249,2649
2649,249
250,76
76,250
250,107
107,250
250,427
427,250
250,577
577,250
251,865
865,251
251,1505
1505,251
252,60
60,252
252,74
74,252
252,294
294,252
252,562
562,252
252,688
688,252
253,15
15,253
253,1815
1815,253
254,15
15,254
254,1176
1176,254
255,70
70,255
255,421
421,255
255,569
569,255
255,767
767,255
256,635
635,256
257,667
667,257
258,14
14,258
259,228
228,259
259,320
320,259
259,582
582,259
260,419
419,260
260,1324
1324,260
260,1527
1527,260
260,2559
2559,260
261,345
345,261
262,188
188,262
262,793
793,262
262,1980
1980,262
263,74
74,263
263,668
668,263
263,2421
2421,263
264,635
635,264
264,638
638,264
265,100
100,265
265,758
758,265
266,163
163,266
266,262
262,266
267,20
20,267
267,334
334,267
267,459
459,267
267,732
732,267
268,14
14,268
268,258
258,268
268,613
613,268
268,616
616,268
270,339
339,270
270,342
342,270
270,467
467,270
270,495
495,270
270,573
573,270
271,2056
2056,271
272,914
914,272
272,1551
1551,272
273,38
38,273
274,204
204,274
274,478
478,274
274,566
566,274
276,270
270,276
276,342
342,276
276,467
467,276
276,1993
1993,276
276,2115
2115,276
277,294
294,277
277,483
483,277
277,523
523,277
277,552
552,277
277,567
567,277
278,324
324,278
278,326
326,278
278,1898
1898,278
280,192
192,280
280,193
193,280
280,519
519,280
280,2549
2549,280
281,858
858,281
282,589
589,282
282,592
592,282
283,523
523,283
283,565
565,283
283,747
747,283
284,64
64,284
284,486
486,284
284,583
583,284
285,30
30,285
285,486
486,285
286,378
378,286
287,549
549,287
287,591
591,287
287,640
640,287
288,66
66,288
288,75
75,288
288,1377
1377,288
288,2037
2037,288
288,2380
2380,288
289,612
612,289
289,1534
1534,289
289,1535
1535,289
289,1537
1537,289
290,163
163,290
290,1839
1839,290
290,1911
1911,290
290,2220
2220,290
292,759
759,292
293,387
387,293
293,576
576,293
295,82
82,295
295,471
471,295
295,565
565,295
296,227
227,296
296,438
438,296
296,638
638,296
296,692
692,296
296,1236
1236,296
297,441
441,297
297,809
809,297
297,1321
1321,297
298,410
410,298
298,552
552,298
300,593
593,300
300,1621
1621,300
301,238
238,301
301,489
489,301
302,428
428,302
302,432
432,302
303,426
426,303
303,478
478,303
303,1174
1174,303
303,2091
2091,303
304,108
108,304
304,250
